@relation 'WekaExcel-weka.filters.unsupervised.attribute.Remove-R1-2,4-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Cfirst-Lfirst-weka.filters.unsupervised.instance.RemovePercentage-P88.78'

@attribute Etiquetado {anormal,normal}
@attribute promedioCambioAnterior numeric
@attribute cambio numeric

@data
normal,0.159115,0.015873
normal,0.16022,0
normal,0.16022,0.033333
normal,0.160378,0.034483
normal,0.161528,0
normal,0.161528,0.035714
normal,0.162718,0.037037
normal,0.163953,0
normal,0.163953,0.038462
normal,0.164309,0.04
normal,0.165642,0.041667
normal,0.167031,0
normal,0.167031,0.043478
normal,0.16758,0.045455
normal,0.169095,0.047619
normal,0.170682,0
normal,0.170682,0.05
normal,0.172349,0.052632
normal,0.174103,0.055556
normal,0.175029,0.058824
normal,0.17699,0
normal,0.17699,0.0625
normal,0.178121,0.066667
normal,0.180343,0.071429
normal,0.181744,0
normal,0.180763,0.076923
normal,0.182347,0.083333
normal,0.184612,0
normal,0.184091,0.090909
normal,0.186592,0.1
normal,0.189396,0
normal,0.188867,0.111111
normal,0.192571,0
normal,0.19146,0.125
normal,0.194477,0
normal,0.194477,0.142857
normal,0.198049,0
normal,0.196814,0.166667
normal,0.20237,0
normal,0.201087,0.2
normal,0.206421,0
normal,0.205032,0
normal,0.203583,0.142857
normal,0.206829,0
normal,0.205242,0
normal,0.205242,0
normal,0.203575,0
normal,0.201821,0.166667
normal,0.205525,0.2
normal,0.210231,0
normal,0.210231,0
normal,0.205925,0.2
normal,0.210211,0
normal,0.210211,0
normal,0.207647,0
normal,0.204869,0
normal,0.204869,0.166667
normal,0.207394,0.142857
normal,0.208823,0
normal,0.208823,0
normal,0.205119,0.125
normal,0.209286,0.111111
normal,0.208823,0.1
normal,0.212156,0.090909
normal,0.210424,0.083333
normal,0.213202,0.076923
normal,0.210211,0
normal,0.203544,0.142857
normal,0.208306,0.125
normal,0.212473,0
normal,0.212473,0.111111
normal,0.211415,0
normal,0.211415,0.1
normal,0.214748,0
normal,0.214748,0.090909
normal,0.217778,0.083333
normal,0.215,0
normal,0.208334,0.076923
normal,0.210898,0.071429
normal,0.213279,0
normal,0.213279,0.066667
normal,0.208834,0.0625
normal,0.210918,0
normal,0.210918,0.058824
normal,0.212878,0
normal,0.212878,0.055556
normal,0.209175,0.052632
normal,0.206167,0
normal,0.206167,0.05
normal,0.207834,0
normal,0.203667,0.047619
normal,0.201551,0.045455
normal,0.199733,0
normal,0.196702,0.043478
normal,0.195374,0
normal,0.19281,0.041667
normal,0.194199,0
normal,0.194199,0
normal,0.189437,0.04
normal,0.187937,0.164835
normal,0.189728,0.018868
normal,0.190356,0
normal,0.183993,0
normal,0.181215,0
normal,0.181215,0
normal,0.178651,0
normal,0.17627,0.035714
normal,0.17746,0
normal,0.175238,0
normal,0.173155,0
normal,0.173155,0
normal,0.171194,0
normal,0.171194,0
normal,0.169342,0
normal,0.167588,0
normal,0.167588,0.034483
normal,0.167071,0
normal,0.167071,0
normal,0.165483,0
normal,0.163968,0
normal,0.163968,0.035714
normal,0.164701,0
normal,0.164701,0.018519
normal,0.165319,0.141509
normal,0.172086,0
normal,0.166592,0.038462
normal,0.167245,0
normal,0.167245,0.04
normal,0.168578,0
normal,0.168578,0.041667
normal,0.169967,0
normal,0.169967,0.043478
normal,0.171416,0
normal,0.171416,0
normal,0.170226,0.045455
normal,0.171741,0
normal,0.171741,0.047619
normal,0.173328,0
normal,0.173328,0.05
normal,0.174995,0.052632
normal,0.176749,0
normal,0.176749,0.055556
normal,0.178601,0
normal,0.177452,0
normal,0.177452,0.058824
normal,0.179412,0
normal,0.179412,0.0625
normal,0.181496,0
normal,0.180305,0.066667
normal,0.181337,0
normal,0.180146,0.071429
normal,0.182527,0
normal,0.18191,0
normal,0.177193,0.076923
normal,0.17504,0
normal,0.173758,0.043478
normal,0.175208,0.041667
normal,0.175263,0.043478
normal,0.176712,0
normal,0.175323,0
normal,0.175323,0
normal,0.173874,0.045455
normal,0.175389,0.047619
normal,0.176977,0
normal,0.175461,0
normal,0.175461,0.175
normal,0.185541,0
normal,0.183874,0
normal,0.18212,0
normal,0.18212,0
normal,0.180268,0.1
normal,0.183601,0
normal,0.183601,0
normal,0.181641,0
normal,0.181641,0
normal,0.179557,0.090909
normal,0.182587,0
normal,0.180365,0
normal,0.180365,0.083333
normal,0.180762,0
normal,0.180762,0.076923
normal,0.183326,0
normal,0.180762,0
normal,0.180762,0.071429
normal,0.183143,0
normal,0.181694,0.066667
normal,0.182527,0
normal,0.181078,0.0625
normal,0.183161,0.058824
normal,0.185122,0
normal,0.185122,0.055556
normal,0.185459,0
normal,0.183871,0.052632
normal,0.185626,0.05
normal,0.187292,0
normal,0.181459,0.047619
normal,0.177213,0
normal,0.177213,0.045455
normal,0.178728,0.043478
normal,0.180177,0
normal,0.180177,0.041667
normal,0.179622,0.04
normal,0.180955,0.019231
normal,0.181596,0.037736
normal,0.18234,0.035714
normal,0.18353,0
normal,0.180752,0.034483
normal,0.181902,0
normal,0.179338,0.033333
normal,0.180449,0.032258
normal,0.181524,0
normal,0.179143,0
normal,0.179143,0.03125
normal,0.177962,0
normal,0.177962,0.030303
normal,0.176889,0
normal,0.174928,0.029412
normal,0.175909,0
normal,0.174057,0
normal,0.174057,0
normal,0.172303,0.028571
normal,0.171588,0
normal,0.170001,0
normal,0.167037,0.027778
normal,0.166574,0
normal,0.165185,0
normal,0.163851,0
normal,0.16321,0.027027
normal,0.162853,0
normal,0.161596,0
normal,0.160338,0
normal,0.159147,0
normal,0.159147,0
normal,0.157998,0.027778
normal,0.158924,0
normal,0.157813,0
normal,0.156737,0.028571
normal,0.15769,0
normal,0.15769,0.029412
normal,0.158579,0.015385
normal,0.159137,0
normal,0.159137,0.032258
normal,0.160212,0
normal,0.15926,0.033333
normal,0.160371,0.034483
normal,0.161521,0
normal,0.161521,0.035714
normal,0.162711,0.037037
normal,0.163946,0
normal,0.163946,0.038462
normal,0.164302,0.04
normal,0.165635,0.041667
normal,0.167024,0
normal,0.167024,0.043478
normal,0.167572,0.045455
normal,0.169087,0.047619
normal,0.170675,0
normal,0.170675,0.05
normal,0.172341,0.052632
normal,0.174096,0.055556
normal,0.175022,0.058824
normal,0.176983,0
